Algoritmo,Versao,Threads,Tamanho,Tipo,Amostra,Tempo_ms
Insertion,Serial,1,5000,Ordenado,5,0.0113
Insertion,Paralelo,1,5000,Ordenado,5,0.532
Insertion,Paralelo,2,5000,Ordenado,5,0.356
Insertion,Paralelo,4,5000,Ordenado,5,0.5884
Insertion,Paralelo,8,5000,Ordenado,5,0.9138
Merge,Serial,1,5000,Ordenado,5,0.4012
Merge,Paralelo,1,5000,Ordenado,5,0.7205
Merge,Paralelo,2,5000,Ordenado,5,0.8534
Merge,Paralelo,4,5000,Ordenado,5,0.8582
Merge,Paralelo,8,5000,Ordenado,5,1.175
Bubble,Serial,1,5000,Reverso,1,15.5761
Bubble,Paralelo,1,5000,Reverso,1,16.4114
Bubble,Paralelo,2,5000,Reverso,1,5.9581
Bubble,Paralelo,4,5000,Reverso,1,2.134
Bubble,Paralelo,8,5000,Reverso,1,1.5554
Selection,Serial,1,5000,Reverso,1,11.4731
Selection,Paralelo,1,5000,Reverso,1,10.663
Selection,Paralelo,2,5000,Reverso,1,8.5581
Selection,Paralelo,4,5000,Reverso,1,2.8529
Selection,Paralelo,8,5000,Reverso,1,1.6288
Insertion,Serial,1,5000,Reverso,1,15.4175
Insertion,Paralelo,1,5000,Reverso,1,16.2129
Insertion,Paralelo,2,5000,Reverso,1,4.8824
Insertion,Paralelo,4,5000,Reverso,1,4.8732
Insertion,Paralelo,8,5000,Reverso,1,1.868
Merge,Serial,1,5000,Reverso,1,0.4444
Merge,Paralelo,1,5000,Reverso,1,0.7987
Merge,Paralelo,2,5000,Reverso,1,0.6713
Merge,Paralelo,4,5000,Reverso,1,0.9215
Merge,Paralelo,8,5000,Reverso,1,3.175
Bubble,Serial,1,5000,Reverso,2,16.7957
Bubble,Paralelo,1,5000,Reverso,2,19.0847
Bubble,Paralelo,2,5000,Reverso,2,8.4674
Bubble,Paralelo,4,5000,Reverso,2,3.0537
Bubble,Paralelo,8,5000,Reverso,2,1.8331
Selection,Serial,1,5000,Reverso,2,14.3967
Selection,Paralelo,1,5000,Reverso,2,14.4807
Selection,Paralelo,2,5000,Reverso,2,3.9306
Selection,Paralelo,4,5000,Reverso,2,2.544
Selection,Paralelo,8,5000,Reverso,2,3.6617
Insertion,Serial,1,5000,Reverso,2,27.2696
Insertion,Paralelo,1,5000,Reverso,2,29.6601
Insertion,Paralelo,2,5000,Reverso,2,13.174
Insertion,Paralelo,4,5000,Reverso,2,6.2968
Insertion,Paralelo,8,5000,Reverso,2,11.6047
Merge,Serial,1,5000,Reverso,2,0.8744
Merge,Paralelo,1,5000,Reverso,2,3.5965
Merge,Paralelo,2,5000,Reverso,2,4.1503
Merge,Paralelo,4,5000,Reverso,2,8.0065
Merge,Paralelo,8,5000,Reverso,2,4.8056
Bubble,Serial,1,5000,Reverso,3,30.1782
Bubble,Paralelo,1,5000,Reverso,3,31.5716
Bubble,Paralelo,2,5000,Reverso,3,7.6998
Bubble,Paralelo,4,5000,Reverso,3,10.9809
Bubble,Paralelo,8,5000,Reverso,3,3.4241
Selection,Serial,1,5000,Reverso,3,22.8197
Selection,Paralelo,1,5000,Reverso,3,24.5674
Selection,Paralelo,2,5000,Reverso,3,11.505
Selection,Paralelo,4,5000,Reverso,3,6.1371
Selection,Paralelo,8,5000,Reverso,3,9.7591
Insertion,Serial,1,5000,Reverso,3,31.7405
Insertion,Paralelo,1,5000,Reverso,3,18.349
Insertion,Paralelo,2,5000,Reverso,3,12.4509
Insertion,Paralelo,4,5000,Reverso,3,4.2429
Insertion,Paralelo,8,5000,Reverso,3,7.2073
Merge,Serial,1,5000,Reverso,3,0.5119
Merge,Paralelo,1,5000,Reverso,3,0.983
Merge,Paralelo,2,5000,Reverso,3,0.8187
Merge,Paralelo,4,5000,Reverso,3,1.3604
Merge,Paralelo,8,5000,Reverso,3,2.6443
Bubble,Serial,1,5000,Reverso,4,23.5672
Bubble,Paralelo,1,5000,Reverso,4,21.6782
Bubble,Paralelo,2,5000,Reverso,4,10.8847
Bubble,Paralelo,4,5000,Reverso,4,3.8582
Bubble,Paralelo,8,5000,Reverso,4,10.5105
Selection,Serial,1,5000,Reverso,4,17.1183
Selection,Paralelo,1,5000,Reverso,4,15.5338
Selection,Paralelo,2,5000,Reverso,4,4.5719
Selection,Paralelo,4,5000,Reverso,4,2.3456
Selection,Paralelo,8,5000,Reverso,4,1.8741
Insertion,Serial,1,5000,Reverso,4,14.8644
Insertion,Paralelo,1,5000,Reverso,4,14.722
Insertion,Paralelo,2,5000,Reverso,4,6.4613
Insertion,Paralelo,4,5000,Reverso,4,2.5338
Insertion,Paralelo,8,5000,Reverso,4,1.714
Merge,Serial,1,5000,Reverso,4,0.5979
Merge,Paralelo,1,5000,Reverso,4,0.8443
Merge,Paralelo,2,5000,Reverso,4,0.6822
Merge,Paralelo,4,5000,Reverso,4,0.7448
Merge,Paralelo,8,5000,Reverso,4,1.5077
Bubble,Serial,1,5000,Reverso,5,16.3509
Bubble,Paralelo,1,5000,Reverso,5,19.2258
Bubble,Paralelo,2,5000,Reverso,5,5.3794
Bubble,Paralelo,4,5000,Reverso,5,2.3534
Bubble,Paralelo,8,5000,Reverso,5,1.6044
Selection,Serial,1,5000,Reverso,5,11.0387
Selection,Paralelo,1,5000,Reverso,5,10.5289
Selection,Paralelo,2,5000,Reverso,5,4.2325
Selection,Paralelo,4,5000,Reverso,5,2.7036
Selection,Paralelo,8,5000,Reverso,5,1.9995
Insertion,Serial,1,5000,Reverso,5,13.9504
Insertion,Paralelo,1,5000,Reverso,5,15.1284
Insertion,Paralelo,2,5000,Reverso,5,3.9834
Insertion,Paralelo,4,5000,Reverso,5,2.5756
Insertion,Paralelo,8,5000,Reverso,5,2.0913
Merge,Serial,1,5000,Reverso,5,0.4776
Merge,Paralelo,1,5000,Reverso,5,0.7528
Merge,Paralelo,2,5000,Reverso,5,0.6092
Merge,Paralelo,4,5000,Reverso,5,0.7052
Merge,Paralelo,8,5000,Reverso,5,3.0647
Bubble,Serial,1,10000,Aleatorio,1,123.8203
Bubble,Paralelo,1,10000,Aleatorio,1,118.7423
Bubble,Paralelo,2,10000,Aleatorio,1,38.6666
Bubble,Paralelo,4,10000,Aleatorio,1,13.1635
Bubble,Paralelo,8,10000,Aleatorio,1,9.2256
Selection,Serial,1,10000,Aleatorio,1,36.4755
Selection,Paralelo,1,10000,Aleatorio,1,34.7798
Selection,Paralelo,2,10000,Aleatorio,1,11.408
Selection,Paralelo,4,10000,Aleatorio,1,4.6587
Selection,Paralelo,8,10000,Aleatorio,1,3.2697
Insertion,Serial,1,10000,Aleatorio,1,28.7904
Insertion,Paralelo,1,10000,Aleatorio,1,96.1913
Insertion,Paralelo,2,10000,Aleatorio,1,37.9055
Insertion,Paralelo,4,10000,Aleatorio,1,6.1714
Insertion,Paralelo,8,10000,Aleatorio,1,5.5995
Merge,Serial,1,10000,Aleatorio,1,1.5644
Merge,Paralelo,1,10000,Aleatorio,1,1.6878
Merge,Paralelo,2,10000,Aleatorio,1,1.2336
Merge,Paralelo,4,10000,Aleatorio,1,1.5696
Merge,Paralelo,8,10000,Aleatorio,1,1.5777
Bubble,Serial,1,10000,Aleatorio,2,128.9398
Bubble,Paralelo,1,10000,Aleatorio,2,116.8956
Bubble,Paralelo,2,10000,Aleatorio,2,32.5055
Bubble,Paralelo,4,10000,Aleatorio,2,12.5922
Bubble,Paralelo,8,10000,Aleatorio,2,5.6285
Selection,Serial,1,10000,Aleatorio,2,39.5887
Selection,Paralelo,1,10000,Aleatorio,2,38.5001
Selection,Paralelo,2,10000,Aleatorio,2,8.7936
Selection,Paralelo,4,10000,Aleatorio,2,9.3498
Selection,Paralelo,8,10000,Aleatorio,2,29.1514
Insertion,Serial,1,10000,Aleatorio,2,27.8061
Insertion,Paralelo,1,10000,Aleatorio,2,28.1522
Insertion,Paralelo,2,10000,Aleatorio,2,10.3879
Insertion,Paralelo,4,10000,Aleatorio,2,4.0251
Insertion,Paralelo,8,10000,Aleatorio,2,2.5523
Merge,Serial,1,10000,Aleatorio,2,1.5746
Merge,Paralelo,1,10000,Aleatorio,2,1.8109
Merge,Paralelo,2,10000,Aleatorio,2,1.2473
Merge,Paralelo,4,10000,Aleatorio,2,4.7734
Merge,Paralelo,8,10000,Aleatorio,2,2.1468
Bubble,Serial,1,10000,Aleatorio,3,123.8814
Bubble,Paralelo,1,10000,Aleatorio,3,122.9479
Bubble,Paralelo,2,10000,Aleatorio,3,31.5349
Bubble,Paralelo,4,10000,Aleatorio,3,11.0013
Bubble,Paralelo,8,10000,Aleatorio,3,7.0887
Selection,Serial,1,10000,Aleatorio,3,35.74
Selection,Paralelo,1,10000,Aleatorio,3,35.392
Selection,Paralelo,2,10000,Aleatorio,3,12.3943
Selection,Paralelo,4,10000,Aleatorio,3,7.7457
Selection,Paralelo,8,10000,Aleatorio,3,3.9181
Insertion,Serial,1,10000,Aleatorio,3,25.6655
Insertion,Paralelo,1,10000,Aleatorio,3,31.835
Insertion,Paralelo,2,10000,Aleatorio,3,10.3282
Insertion,Paralelo,4,10000,Aleatorio,3,4.0231
Insertion,Paralelo,8,10000,Aleatorio,3,2.5013
Merge,Serial,1,10000,Aleatorio,3,1.5506
Merge,Paralelo,1,10000,Aleatorio,3,2.502
Merge,Paralelo,2,10000,Aleatorio,3,1.4765
Merge,Paralelo,4,10000,Aleatorio,3,2.3742
Merge,Paralelo,8,10000,Aleatorio,3,1.8986
Bubble,Serial,1,10000,Aleatorio,4,114.089
Bubble,Paralelo,1,10000,Aleatorio,4,127.0835
Bubble,Paralelo,2,10000,Aleatorio,4,33.9469
Bubble,Paralelo,4,10000,Aleatorio,4,9.7045
Bubble,Paralelo,8,10000,Aleatorio,4,7.9462
Selection,Serial,1,10000,Aleatorio,4,32.7
Selection,Paralelo,1,10000,Aleatorio,4,33.1897
Selection,Paralelo,2,10000,Aleatorio,4,9.9368
Selection,Paralelo,4,10000,Aleatorio,4,6.0443
Selection,Paralelo,8,10000,Aleatorio,4,5.1327
Insertion,Serial,1,10000,Aleatorio,4,29.856
Insertion,Paralelo,1,10000,Aleatorio,4,28.7777
Insertion,Paralelo,2,10000,Aleatorio,4,10.539
Insertion,Paralelo,4,10000,Aleatorio,4,4.3944
Insertion,Paralelo,8,10000,Aleatorio,4,4.6796
Merge,Serial,1,10000,Aleatorio,4,1.2896
Merge,Paralelo,1,10000,Aleatorio,4,1.6137
Merge,Paralelo,2,10000,Aleatorio,4,1.2552
Merge,Paralelo,4,10000,Aleatorio,4,1.5054
Merge,Paralelo,8,10000,Aleatorio,4,1.5513
Bubble,Serial,1,10000,Aleatorio,5,130.4702
Bubble,Paralelo,1,10000,Aleatorio,5,125.404
Bubble,Paralelo,2,10000,Aleatorio,5,32.4069
Bubble,Paralelo,4,10000,Aleatorio,5,10.5895
Bubble,Paralelo,8,10000,Aleatorio,5,9.2384
Selection,Serial,1,10000,Aleatorio,5,31.1281
Selection,Paralelo,1,10000,Aleatorio,5,37.0789
Selection,Paralelo,2,10000,Aleatorio,5,12.2785
Selection,Paralelo,4,10000,Aleatorio,5,4.6459
Selection,Paralelo,8,10000,Aleatorio,5,3.4279
Insertion,Serial,1,10000,Aleatorio,5,31.1818
Insertion,Paralelo,1,10000,Aleatorio,5,29.2721
Insertion,Paralelo,2,10000,Aleatorio,5,7.7292
Insertion,Paralelo,4,10000,Aleatorio,5,6.7165
Insertion,Paralelo,8,10000,Aleatorio,5,4.2929
Merge,Serial,1,10000,Aleatorio,5,1.2755
Merge,Paralelo,1,10000,Aleatorio,5,1.6268
Merge,Paralelo,2,10000,Aleatorio,5,1.656
Merge,Paralelo,4,10000,Aleatorio,5,1.6471
Merge,Paralelo,8,10000,Aleatorio,5,3.9732
Bubble,Serial,1,10000,Ordenado,1,31.2659
Bubble,Paralelo,1,10000,Ordenado,1,29.5444
Bubble,Paralelo,2,10000,Ordenado,1,11.3465
Bubble,Paralelo,4,10000,Ordenado,1,4.0604
Bubble,Paralelo,8,10000,Ordenado,1,5.81
Selection,Serial,1,10000,Ordenado,1,29.6145
Selection,Paralelo,1,10000,Ordenado,1,26.7869
Selection,Paralelo,2,10000,Ordenado,1,11.0579
Selection,Paralelo,4,10000,Ordenado,1,4.0979
Selection,Paralelo,8,10000,Ordenado,1,2.815
Insertion,Serial,1,10000,Ordenado,1,0.025
Insertion,Paralelo,1,10000,Ordenado,1,0.3627
Insertion,Paralelo,2,10000,Ordenado,1,0.3445
Insertion,Paralelo,4,10000,Ordenado,1,0.6141
Insertion,Paralelo,8,10000,Ordenado,1,2.2312
Merge,Serial,1,10000,Ordenado,1,1.4032
Merge,Paralelo,1,10000,Ordenado,1,1.2805
Merge,Paralelo,2,10000,Ordenado,1,1.1536
Merge,Paralelo,4,10000,Ordenado,1,1.0284
Merge,Paralelo,8,10000,Ordenado,1,1.4864
Bubble,Serial,1,10000,Ordenado,2,27.8568
Bubble,Paralelo,1,10000,Ordenado,2,28.1791
Bubble,Paralelo,2,10000,Ordenado,2,9.1767
Bubble,Paralelo,4,10000,Ordenado,2,3.9265
Bubble,Paralelo,8,10000,Ordenado,2,2.2748
Selection,Serial,1,10000,Ordenado,2,28.4708
Selection,Paralelo,1,10000,Ordenado,2,34.222
Selection,Paralelo,2,10000,Ordenado,2,11.4455
Selection,Paralelo,4,10000,Ordenado,2,4.187
Selection,Paralelo,8,10000,Ordenado,2,2.361
Insertion,Serial,1,10000,Ordenado,2,0.0269
Insertion,Paralelo,1,10000,Ordenado,2,0.4629
Insertion,Paralelo,2,10000,Ordenado,2,0.4095
Insertion,Paralelo,4,10000,Ordenado,2,0.5565
Insertion,Paralelo,8,10000,Ordenado,2,1.0301
Merge,Serial,1,10000,Ordenado,2,1.4822
Merge,Paralelo,1,10000,Ordenado,2,1.8548
Merge,Paralelo,2,10000,Ordenado,2,0.981
Merge,Paralelo,4,10000,Ordenado,2,1.1331
Merge,Paralelo,8,10000,Ordenado,2,1.6838
Bubble,Serial,1,10000,Ordenado,3,30.5012
Bubble,Paralelo,1,10000,Ordenado,3,29.1963
Bubble,Paralelo,2,10000,Ordenado,3,9.6721
Bubble,Paralelo,4,10000,Ordenado,3,4.4178
Bubble,Paralelo,8,10000,Ordenado,3,3.7985
Selection,Serial,1,10000,Ordenado,3,28.2539
Selection,Paralelo,1,10000,Ordenado,3,30.0369
Selection,Paralelo,2,10000,Ordenado,3,9.9344
Selection,Paralelo,4,10000,Ordenado,3,3.9748
Selection,Paralelo,8,10000,Ordenado,3,2.4779
Insertion,Serial,1,10000,Ordenado,3,0.0205
Insertion,Paralelo,1,10000,Ordenado,3,0.4501
Insertion,Paralelo,2,10000,Ordenado,3,0.51
Insertion,Paralelo,4,10000,Ordenado,3,0.5213
Insertion,Paralelo,8,10000,Ordenado,3,0.8758
Merge,Serial,1,10000,Ordenado,3,0.7086
Merge,Paralelo,1,10000,Ordenado,3,1.4865
Merge,Paralelo,2,10000,Ordenado,3,1.6392
Merge,Paralelo,4,10000,Ordenado,3,1.2455
Merge,Paralelo,8,10000,Ordenado,3,1.3999
Bubble,Serial,1,10000,Ordenado,4,29.6217
Bubble,Paralelo,1,10000,Ordenado,4,26.5227
Bubble,Paralelo,2,10000,Ordenado,4,10.1168
Bubble,Paralelo,4,10000,Ordenado,4,16.1542
Bubble,Paralelo,8,10000,Ordenado,4,2.1769
Selection,Serial,1,10000,Ordenado,4,29.2672
Selection,Paralelo,1,10000,Ordenado,4,29.6786
Selection,Paralelo,2,10000,Ordenado,4,8.9592
Selection,Paralelo,4,10000,Ordenado,4,4.1969
Selection,Paralelo,8,10000,Ordenado,4,5.2522
Insertion,Serial,1,10000,Ordenado,4,0.0159
Insertion,Paralelo,1,10000,Ordenado,4,0.4036
Insertion,Paralelo,2,10000,Ordenado,4,0.426
Insertion,Paralelo,4,10000,Ordenado,4,0.4609
Insertion,Paralelo,8,10000,Ordenado,4,0.7875
Merge,Serial,1,10000,Ordenado,4,0.7025
Merge,Paralelo,1,10000,Ordenado,4,0.9328
Merge,Paralelo,2,10000,Ordenado,4,1.0417
Merge,Paralelo,4,10000,Ordenado,4,0.7912
Merge,Paralelo,8,10000,Ordenado,4,1.3359
Bubble,Serial,1,10000,Ordenado,5,25.6322
Bubble,Paralelo,1,10000,Ordenado,5,34.3308
Bubble,Paralelo,2,10000,Ordenado,5,12.9336
Bubble,Paralelo,4,10000,Ordenado,5,6.0519
Bubble,Paralelo,8,10000,Ordenado,5,3.8649
Selection,Serial,1,10000,Ordenado,5,38.4235
Selection,Paralelo,1,10000,Ordenado,5,26.8901
Selection,Paralelo,2,10000,Ordenado,5,10.1142
Selection,Paralelo,4,10000,Ordenado,5,3.9614
Selection,Paralelo,8,10000,Ordenado,5,2.8675
Insertion,Serial,1,10000,Ordenado,5,0.0238
Insertion,Paralelo,1,10000,Ordenado,5,0.3196
Insertion,Paralelo,2,10000,Ordenado,5,0.3266
Insertion,Paralelo,4,10000,Ordenado,5,0.5824
Insertion,Paralelo,8,10000,Ordenado,5,2.0727
Merge,Serial,1,10000,Ordenado,5,0.9434
Merge,Paralelo,1,10000,Ordenado,5,1.6723
Merge,Paralelo,2,10000,Ordenado,5,1.1003
Merge,Paralelo,4,10000,Ordenado,5,2.1736
Merge,Paralelo,8,10000,Ordenado,5,1.5043
Bubble,Serial,1,10000,Reverso,1,57.5207
Bubble,Paralelo,1,10000,Reverso,1,68.0741
Bubble,Paralelo,2,10000,Reverso,1,20.5924
Bubble,Paralelo,4,10000,Reverso,1,5.6188
Bubble,Paralelo,8,10000,Reverso,1,5.0275
Selection,Serial,1,10000,Reverso,1,43.2236
Selection,Paralelo,1,10000,Reverso,1,43.215
Selection,Paralelo,2,10000,Reverso,1,12.6414
Selection,Paralelo,4,10000,Reverso,1,6.4786
Selection,Paralelo,8,10000,Reverso,1,4.0574
Insertion,Serial,1,10000,Reverso,1,59.5437
Insertion,Paralelo,1,10000,Reverso,1,57.7064
Insertion,Paralelo,2,10000,Reverso,1,16.453
Insertion,Paralelo,4,10000,Reverso,1,10.1005
Insertion,Paralelo,8,10000,Reverso,1,4.5271
Merge,Serial,1,10000,Reverso,1,0.8194
Merge,Paralelo,1,10000,Reverso,1,1.1759
Merge,Paralelo,2,10000,Reverso,1,3.0642
Merge,Paralelo,4,10000,Reverso,1,1.4494
Merge,Paralelo,8,10000,Reverso,1,1.4389
Bubble,Serial,1,10000,Reverso,2,49.1266
Bubble,Paralelo,1,10000,Reverso,2,67.8969
Bubble,Paralelo,2,10000,Reverso,2,17.4904
Bubble,Paralelo,4,10000,Reverso,2,5.514
Bubble,Paralelo,8,10000,Reverso,2,4.8151
Selection,Serial,1,10000,Reverso,2,41.6533
Selection,Paralelo,1,10000,Reverso,2,41.2958
Selection,Paralelo,2,10000,Reverso,2,11.5054
Selection,Paralelo,4,10000,Reverso,2,7.0703
Selection,Paralelo,8,10000,Reverso,2,5.8873
Insertion,Serial,1,10000,Reverso,2,54.6465
Insertion,Paralelo,1,10000,Reverso,2,53.5076
Insertion,Paralelo,2,10000,Reverso,2,17.1611
Insertion,Paralelo,4,10000,Reverso,2,7.4857
Insertion,Paralelo,8,10000,Reverso,2,4.6564
Merge,Serial,1,10000,Reverso,2,1.3729
Merge,Paralelo,1,10000,Reverso,2,1.5194
Merge,Paralelo,2,10000,Reverso,2,1.0054
Merge,Paralelo,4,10000,Reverso,2,1.162
Merge,Paralelo,8,10000,Reverso,2,3.4276
Bubble,Serial,1,10000,Reverso,3,65.3852
Bubble,Paralelo,1,10000,Reverso,3,80.5223
Bubble,Paralelo,2,10000,Reverso,3,26.4445
Bubble,Paralelo,4,10000,Reverso,3,11.696
Bubble,Paralelo,8,10000,Reverso,3,11.6306
Selection,Serial,1,10000,Reverso,3,66.8629
Selection,Paralelo,1,10000,Reverso,3,63.1729
Selection,Paralelo,2,10000,Reverso,3,22.0834
Selection,Paralelo,4,10000,Reverso,3,17.9359
Selection,Paralelo,8,10000,Reverso,3,15.6966
Insertion,Serial,1,10000,Reverso,3,64.0911
Insertion,Paralelo,1,10000,Reverso,3,58.6719
Insertion,Paralelo,2,10000,Reverso,3,17.9601
Insertion,Paralelo,4,10000,Reverso,3,7.0304
Insertion,Paralelo,8,10000,Reverso,3,7.106
Merge,Serial,1,10000,Reverso,3,1.0788
Merge,Paralelo,1,10000,Reverso,3,1.5388
Merge,Paralelo,2,10000,Reverso,3,0.7694
Merge,Paralelo,4,10000,Reverso,3,0.9053
Merge,Paralelo,8,10000,Reverso,3,1.9047
Bubble,Serial,1,10000,Reverso,4,57.9602
Bubble,Paralelo,1,10000,Reverso,4,51.1102
Bubble,Paralelo,2,10000,Reverso,4,18.8756
Bubble,Paralelo,4,10000,Reverso,4,6.3715
Bubble,Paralelo,8,10000,Reverso,4,8.0877
Selection,Serial,1,10000,Reverso,4,52.3049
Selection,Paralelo,1,10000,Reverso,4,44.7044
Selection,Paralelo,2,10000,Reverso,4,12.7338
Selection,Paralelo,4,10000,Reverso,4,8.5212
Selection,Paralelo,8,10000,Reverso,4,3.1492
Insertion,Serial,1,10000,Reverso,4,57.6424
Insertion,Paralelo,1,10000,Reverso,4,57.6588
Insertion,Paralelo,2,10000,Reverso,4,17.1244
Insertion,Paralelo,4,10000,Reverso,4,9.7495
Insertion,Paralelo,8,10000,Reverso,4,5.7509
Merge,Serial,1,10000,Reverso,4,1.2555
Merge,Paralelo,1,10000,Reverso,4,1.6339
Merge,Paralelo,2,10000,Reverso,4,0.8864
Merge,Paralelo,4,10000,Reverso,4,2.7838
Merge,Paralelo,8,10000,Reverso,4,2.1864
Bubble,Serial,1,10000,Reverso,5,65.9375
Bubble,Paralelo,1,10000,Reverso,5,67.4085
Bubble,Paralelo,2,10000,Reverso,5,17.2817
Bubble,Paralelo,4,10000,Reverso,5,6.2159
Bubble,Paralelo,8,10000,Reverso,5,3.8269
Selection,Serial,1,10000,Reverso,5,42.3211
Selection,Paralelo,1,10000,Reverso,5,44.0221
Selection,Paralelo,2,10000,Reverso,5,15.3137
Selection,Paralelo,4,10000,Reverso,5,4.8638
Selection,Paralelo,8,10000,Reverso,5,3.2795
Insertion,Serial,1,10000,Reverso,5,123.0572
Insertion,Paralelo,1,10000,Reverso,5,78.9573
Insertion,Paralelo,2,10000,Reverso,5,16.3918
Insertion,Paralelo,4,10000,Reverso,5,7.9879
Insertion,Paralelo,8,10000,Reverso,5,6.0309
Merge,Serial,1,10000,Reverso,5,2.0957
Merge,Paralelo,1,10000,Reverso,5,1.3264
Merge,Paralelo,2,10000,Reverso,5,1.0222
Merge,Paralelo,4,10000,Reverso,5,1.2719
Merge,Paralelo,8,10000,Reverso,5,1.2555
